customer_id,bread,butter,milk,eggs,snacks
cus2441,1,0,1,0,1
cus2442,1,0,0,0,1
cus2443,0,0,0,0,0
cus2444,1,1,0,1,1
cus2445,1,1,1,1,0
cus2446,1,1,1,1,1
cus2447,0,0,1,1,0
cus2448,0,0,0,0,0
cus2449,1,1,0,0,1
cus2450,1,1,1,1,0
cus2451,0,0,0,0,0
cus2452,0,0,0,0,0
cus2453,0,0,0,1,0
cus2454,1,1,1,1,1
cus2455,0,1,0,0,0
cus2456,1,1,0,0,1
cus2457,1,0,1,1,1
cus2458,0,0,1,1,1
cus2459,1,1,0,0,1
cus2460,0,0,0,1,0
cus2461,0,0,1,1,0
cus2462,1,1,0,1,0
cus2463,0,0,1,1,0
cus2464,1,1,1,1,0
cus2465,1,0,1,1,1
cus2466,0,0,1,0,1
cus2467,0,0,0,0,0
cus2468,1,1,0,0,1
cus2469,0,0,1,0,0
cus2470,0,0,0,1,1
cus2471,0,0,1,1,0
cus2472,1,0,0,1,0
cus2473,0,0,0,1,0
cus2474,1,0,1,1,0
cus2475,1,1,1,1,0
cus2476,0,1,0,0,0
cus2477,1,1,0,0,0
cus2478,1,0,1,0,1
cus2479,0,0,0,0,0
cus2480,1,1,1,1,1
cus2481,0,0,1,1,0
cus2482,1,1,1,0,0
cus2483,0,0,1,0,1
cus2484,1,1,0,0,1
cus2485,0,0,1,1,0
cus2486,0,0,0,0,0
cus2487,0,1,0,0,1
cus2488,0,0,1,1,1
cus2489,0,0,0,0,1
cus2490,1,1,0,0,1
cus2491,0,0,1,0,1
cus2492,1,1,1,1,1
cus2493,1,0,0,0,1
cus2494,1,1,1,1,0
cus2495,0,0,1,1,0
cus2496,1,1,1,1,1
cus2497,0,0,1,1,0
cus2498,1,1,1,1,0
cus2499,0,0,1,1,1
cus2500,0,0,0,0,0
cus2501,0,1,1,0,1
cus2502,0,0,0,0,0
cus2503,1,0,1,1,0
cus2504,1,1,0,0,0
cus2505,1,0,0,0,1
cus2506,0,1,1,1,1
cus2507,1,1,1,1,1
cus2508,0,0,0,0,1
cus2509,1,1,0,0,1
cus2510,1,1,0,0,0
cus2511,1,1,1,0,0
cus2512,1,1,0,0,0
cus2513,0,0,0,0,0
cus2514,0,0,1,1,1
cus2515,0,0,1,1,0
cus2516,1,1,0,0,1
cus2517,0,0,0,0,1
cus2518,1,1,0,0,0
cus2519,0,0,1,1,1
cus2520,1,1,1,1,0
cus2521,1,1,1,1,0
cus2522,1,1,0,0,0
cus2523,1,1,1,1,0
cus2524,0,1,1,1,0
cus2525,0,0,0,0,0
cus2526,1,1,0,0,0
cus2527,1,1,1,1,0
cus2528,1,1,0,0,0
cus2529,1,1,0,0,1
cus2530,1,1,1,0,0
cus2531,1,1,1,1,1
cus2532,1,1,1,1,0
cus2533,1,1,0,0,0
cus2534,1,0,0,0,1
cus2535,1,1,0,1,1
cus2536,0,0,0,0,1
cus2537,0,0,1,1,0
cus2538,0,0,1,0,0
cus2539,0,0,0,0,0
cus2540,0,0,0,0,1
cus2541,1,1,0,0,1
cus2542,0,0,0,0,0
cus2543,1,1,0,0,1
cus2544,1,1,0,0,1
cus2545,0,1,0,0,0
cus2546,0,0,0,0,0
cus2547,1,1,0,1,1
cus2548,1,1,0,0,0
cus2549,0,0,1,1,0
cus2550,1,1,0,1,1
cus2551,1,1,1,1,0
cus2552,0,0,0,0,0
cus2553,1,1,1,1,0
cus2554,1,1,0,0,1
cus2555,0,0,1,1,0
cus2556,1,1,0,0,0
cus2557,0,0,1,1,0
cus2558,0,1,0,0,0
cus2559,1,1,0,0,0
cus2560,0,0,1,0,0
cus2561,0,1,0,1,0
cus2562,0,0,1,1,0
cus2563,1,1,1,1,1
cus2564,1,0,0,0,0
cus2565,1,1,1,1,0
cus2566,1,0,1,1,1
cus2567,1,1,1,1,1
cus2568,0,0,1,1,1
cus2569,0,0,1,1,0
cus2570,1,0,0,1,0
cus2571,1,1,0,0,1
cus2572,1,0,0,0,1
cus2573,1,0,0,0,0
cus2574,0,0,1,1,0
cus2575,0,0,1,1,0
cus2576,1,1,0,0,1
cus2577,0,0,0,0,1
cus2578,1,1,1,0,0
cus2579,0,0,1,0,1
cus2580,1,1,0,0,1
cus2581,0,0,1,0,0
cus2582,0,0,0,0,0
cus2583,0,0,0,1,0
cus2584,1,1,0,1,0
cus2585,0,0,1,0,0
cus2586,1,1,0,0,0
cus2587,1,0,0,0,0
cus2588,0,0,1,1,1
cus2589,1,1,1,0,1
cus2590,1,1,1,0,1
cus2591,1,0,0,0,0
cus2592,0,0,0,0,0
cus2593,1,1,0,1,1
cus2594,1,1,0,0,1
cus2595,1,0,0,0,0
cus2596,0,1,1,1,0
cus2597,1,1,1,0,1
cus2598,0,0,1,1,1
cus2599,0,0,1,1,1
cus2600,0,0,0,0,1
cus2601,0,1,0,0,1
cus2602,0,0,0,1,1
cus2603,0,0,0,1,0
cus2604,0,0,0,0,0
cus2605,0,0,0,0,0
cus2606,1,1,1,1,1
cus2607,1,1,1,1,1
cus2608,0,0,1,1,0
cus2609,1,1,0,0,0
cus2610,0,0,0,0,0
cus2611,0,0,0,0,1
cus2612,0,0,1,0,1
cus2613,0,0,1,0,1
cus2614,0,0,0,0,0
cus2615,1,0,1,1,0
cus2616,0,0,0,0,0
cus2617,1,1,1,0,1
cus2618,1,1,0,0,0
cus2619,1,1,1,1,0
cus2620,0,0,1,1,0
cus2621,1,1,1,0,0
cus2622,0,0,0,0,1
cus2623,1,1,1,1,0
cus2624,1,1,0,0,1
cus2625,0,1,1,1,1
cus2626,1,1,0,0,1
cus2627,0,0,0,0,0
cus2628,0,0,1,0,1
cus2629,0,0,1,1,1
cus2630,0,0,0,0,0
cus2631,1,1,1,1,1
cus2632,1,1,1,0,1
cus2633,1,1,0,1,1
cus2634,1,1,1,1,0
cus2635,1,1,1,0,1
cus2636,0,0,1,1,0
cus2637,1,1,1,1,1
cus2638,0,0,0,0,0
cus2639,0,0,1,1,0
cus2640,0,0,0,0,1
cus2641,1,1,0,0,0
cus2642,0,0,0,1,0
cus2643,0,0,1,0,1
cus2644,1,1,0,0,1
cus2645,1,0,0,0,0
cus2646,1,1,0,1,1
cus2647,1,1,0,1,0
cus2648,0,0,0,0,0
cus2649,1,1,1,0,0
cus2650,0,0,1,1,0
cus2651,0,0,1,1,1
cus2652,1,1,1,1,1
cus2653,0,0,0,0,0
cus2654,0,1,0,0,0
cus2655,1,1,1,1,0
cus2656,1,1,0,0,0
cus2657,0,1,0,0,0
cus2658,0,0,1,1,1
cus2659,1,1,0,1,1
cus2660,1,0,0,0,1
cus2661,1,1,0,0,0
cus2662,0,0,0,0,0
cus2663,1,1,1,1,1
cus2664,1,1,1,0,0
cus2665,0,0,0,0,0
cus2666,1,1,1,1,0
cus2667,1,1,0,0,0
cus2668,0,0,1,1,1
cus2669,0,1,1,0,0
cus2670,1,1,1,1,1
cus2671,0,0,0,0,1
cus2672,0,1,0,0,1
cus2673,1,1,1,1,1
cus2674,0,0,0,0,0
cus2675,0,0,1,1,0
cus2676,0,0,0,0,0
cus2677,1,1,0,0,0
cus2678,1,1,1,1,1
cus2679,1,1,1,0,1
cus2680,1,1,1,1,1
cus2681,0,0,1,1,1
cus2682,1,1,0,1,0
cus2683,1,1,1,1,0
cus2684,1,1,0,0,0
cus2685,0,0,0,0,0
cus2686,0,0,0,0,0
cus2687,1,0,1,1,1
cus2688,0,0,0,0,0
cus2689,1,1,0,0,1
cus2690,0,0,0,0,1
cus2691,0,0,0,1,0
cus2692,0,1,1,0,1
cus2693,0,0,1,0,0
cus2694,0,0,0,0,0
cus2695,1,1,1,1,1
cus2696,1,1,0,0,0
cus2697,0,1,0,1,0
cus2698,0,0,0,0,0
cus2699,0,0,1,1,0
cus2700,1,0,1,1,0
cus2701,1,1,1,1,1
cus2702,0,0,0,0,0
cus2703,1,0,0,0,1
cus2704,1,1,0,0,1
cus2705,1,1,1,0,0
cus2706,0,0,1,1,1
cus2707,0,0,1,1,0
cus2708,1,1,0,0,1
cus2709,1,0,1,0,1
cus2710,0,0,0,0,1
cus2711,1,1,0,0,0
cus2712,1,1,0,1,0
cus2713,1,1,0,0,0
cus2714,1,1,1,0,0
cus2715,1,1,0,0,0
cus2716,0,0,1,0,0
cus2717,1,1,1,0,1
cus2718,1,0,1,1,1
cus2719,1,1,0,0,0
cus2720,1,1,1,1,0
cus2721,1,1,1,1,1
cus2722,1,1,0,0,0
cus2723,0,0,1,1,0
cus2724,0,1,1,1,1
cus2725,1,1,0,0,0
cus2726,1,1,1,0,0
cus2727,1,1,1,0,0
cus2728,0,0,1,1,0
cus2729,1,1,0,0,0
cus2730,0,0,0,0,0
cus2731,1,1,1,1,0
cus2732,0,0,1,1,1
cus2733,0,0,0,0,0
cus2734,0,0,1,0,0
cus2735,1,1,1,1,0
cus2736,0,0,0,0,0
cus2737,0,0,0,0,0
cus2738,1,1,0,0,0
cus2739,1,1,0,1,0
cus2740,1,0,1,1,1
cus2741,0,0,0,0,0
cus2742,1,1,1,0,0
cus2743,1,1,0,1,1
cus2744,1,1,0,0,1
cus2745,1,1,1,1,0
cus2746,0,0,0,1,1
cus2747,1,1,0,0,0
cus2748,1,0,0,1,0
cus2749,1,1,0,0,1
cus2750,1,0,0,0,1
cus2751,1,1,1,1,1
cus2752,0,0,0,1,0
cus2753,1,1,1,0,0
cus2754,1,1,0,0,1
cus2755,0,0,0,0,0
cus2756,0,0,0,0,0
cus2757,0,1,1,1,1
cus2758,1,1,1,0,0
cus2759,1,1,0,0,0
cus2760,0,0,0,0,0
cus2761,0,1,0,0,0
cus2762,1,1,1,1,1
cus2763,0,1,1,1,0
cus2764,1,1,1,0,1
cus2765,1,1,0,0,0
cus2766,1,1,1,1,1
cus2767,1,1,0,0,1
cus2768,0,0,0,0,0
cus2769,1,1,1,1,1
cus2770,1,1,1,1,1
cus2771,1,1,0,1,1
cus2772,0,1,0,0,0
cus2773,1,1,1,0,0
cus2774,0,0,1,1,0
cus2775,0,0,0,0,0
cus2776,1,1,1,0,0
cus2777,1,1,0,1,1
cus2778,0,0,1,1,0
cus2779,0,0,1,0,0
cus2780,0,0,1,0,1
cus2781,1,0,0,0,0
cus2782,1,0,1,0,1
cus2783,0,1,0,0,0
cus2784,0,0,0,0,0
cus2785,1,1,1,1,0
cus2786,1,1,1,0,0
cus2787,1,0,1,0,0
cus2788,1,1,0,0,0
cus2789,1,1,1,1,1
cus2790,0,1,1,1,0
cus2791,0,0,0,0,0
cus2792,0,1,1,1,1
cus2793,1,1,0,1,0
cus2794,0,0,0,0,0
cus2795,1,1,0,0,0
cus2796,1,1,1,1,1
cus2797,1,0,1,1,0
cus2798,1,1,1,1,1
cus2799,1,1,1,1,0
cus2800,1,0,1,1,0
cus2801,1,1,0,0,0
cus2802,0,0,0,0,0
cus2803,0,0,1,0,1
cus2804,1,0,1,0,1
cus2805,0,0,1,1,0
cus2806,1,1,1,1,1
cus2807,1,0,0,0,0
cus2808,0,0,1,1,1
cus2809,1,1,0,1,1
cus2810,1,1,1,0,1
cus2811,0,0,0,0,1
cus2812,0,0,0,0,0
cus2813,0,0,0,0,0
cus2814,0,0,1,0,1
cus2815,1,1,1,0,1
cus2816,0,0,1,1,0
cus2817,1,0,0,0,1
cus2818,1,1,1,1,1
cus2819,0,0,1,0,0
cus2820,0,0,0,0,0
cus2821,0,0,1,1,0
cus2822,1,1,1,0,1
cus2823,0,0,1,1,1
cus2824,1,1,1,0,1
cus2825,0,0,0,0,0
cus2826,0,0,1,0,1
cus2827,1,1,1,1,0
cus2828,1,1,1,0,0
cus2829,1,1,0,0,0
cus2830,0,0,1,1,1
cus2831,0,0,1,1,0
cus2832,0,0,0,0,1
cus2833,1,1,0,1,0
cus2834,1,1,0,1,1
cus2835,0,1,0,0,0
cus2836,0,0,0,1,1
cus2837,1,1,0,0,0
cus2838,1,1,0,0,0
cus2839,1,1,1,0,1
cus2840,1,1,0,0,0
cus2841,1,0,0,0,0
cus2842,0,0,0,0,1
cus2843,1,0,1,0,1
cus2844,1,1,1,1,1
cus2845,0,0,1,1,0
cus2846,1,1,1,1,1
cus2847,1,1,1,0,0
cus2848,0,0,1,1,1
cus2849,0,0,0,0,0
cus2850,1,1,0,0,0
cus2851,1,0,1,0,0
cus2852,0,0,0,1,1
cus2853,1,0,1,0,0
cus2854,1,0,1,0,1
cus2855,1,1,1,1,1
cus2856,1,1,1,0,0
cus2857,0,0,0,0,0
cus2858,0,1,0,0,1
cus2859,0,1,1,1,0
cus2860,0,0,1,1,0
cus2861,1,1,1,1,1
cus2862,0,1,1,1,1
cus2863,1,1,0,0,0
cus2864,0,1,1,0,1
cus2865,1,1,0,0,0
cus2866,0,0,1,1,1
cus2867,1,1,1,1,1
cus2868,0,0,0,0,0
cus2869,1,1,1,0,0
cus2870,1,1,1,1,1
cus2871,1,1,1,1,1
cus2872,1,0,1,0,0
cus2873,0,0,0,0,1
cus2874,1,0,0,0,0
cus2875,0,0,0,0,0
cus2876,0,0,0,0,1
cus2877,0,0,1,1,0
cus2878,0,0,0,0,0
cus2879,1,0,1,1,1
cus2880,1,0,1,0,1
cus2881,1,1,1,0,1
cus2882,1,1,0,0,0
cus2883,0,0,0,0,0
cus2884,0,0,0,0,1
cus2885,0,0,0,1,0
cus2886,0,0,1,1,1
cus2887,0,0,1,0,0
cus2888,1,1,1,0,1
cus2889,1,1,1,0,1
cus2890,1,0,1,1,0
cus2891,0,0,1,0,1
cus2892,1,1,1,0,0
cus2893,0,0,1,1,0
cus2894,1,1,0,0,1
cus2895,0,0,1,0,1
cus2896,1,0,0,0,1
cus2897,1,1,1,1,1
cus2898,1,1,0,0,1
cus2899,0,0,1,1,0
cus2900,1,0,1,1,1
cus2901,0,0,1,1,1
cus2902,1,0,1,0,0
cus2903,0,0,1,1,1
cus2904,1,1,1,0,1
cus2905,0,0,0,0,0
cus2906,1,1,1,0,1
cus2907,1,0,1,1,0
cus2908,1,1,1,0,1
cus2909,1,1,1,1,1
cus2910,1,1,0,0,0
cus2911,1,1,0,0,1
cus2912,1,1,0,0,1
cus2913,0,1,1,0,0
cus2914,1,0,0,0,0
cus2915,1,0,0,0,1
cus2916,1,0,0,1,1
cus2917,1,1,1,1,0
cus2918,1,0,1,1,1
cus2919,0,0,0,0,0
cus2920,0,0,0,0,0
cus2921,1,1,1,1,0
cus2922,0,0,0,0,0
cus2923,1,0,0,0,0
cus2924,0,0,1,0,0
cus2925,0,0,1,0,0
cus2926,1,1,1,0,1
cus2927,0,0,1,0,0
cus2928,1,1,1,0,0
cus2929,1,0,0,0,0
cus2930,1,0,0,0,0
cus2931,1,1,1,0,1
cus2932,0,0,0,0,0
cus2933,0,0,1,1,1
cus2934,1,1,0,0,1
cus2935,1,0,1,0,1
cus2936,1,1,0,0,0
cus2937,1,1,0,1,0
cus2938,1,1,0,0,1
cus2939,0,0,0,0,1
cus2940,1,1,1,1,0
cus2941,0,1,0,0,0
cus2942,1,1,1,1,1
cus2943,1,1,0,0,0
cus2944,1,0,0,1,1
cus2945,0,1,1,1,0
cus2946,0,0,0,0,0
cus2947,0,1,1,0,0
cus2948,1,1,0,0,1
cus2949,0,0,0,0,1
cus2950,1,1,0,1,0
cus2951,1,1,0,0,0
cus2952,0,0,0,0,1
cus2953,0,0,1,1,0
cus2954,1,1,0,1,1
cus2955,0,0,1,1,0
cus2956,0,0,1,1,0
cus2957,0,0,0,0,0
cus2958,0,0,0,1,0
cus2959,1,1,0,0,1
cus2960,0,0,1,1,0
cus2961,0,0,0,1,1
cus2962,0,0,0,0,0
cus2963,1,1,0,0,0
cus2964,1,1,1,1,1
cus2965,1,1,1,1,1
cus2966,1,1,0,0,0
cus2967,1,1,0,0,0
cus2968,1,1,0,1,1
cus2969,1,1,1,1,0
cus2970,0,0,0,0,0
cus2971,0,0,0,1,0
cus2972,0,0,0,0,0
cus2973,1,1,1,0,0
cus2974,1,1,1,1,1
cus2975,1,1,1,0,0
cus2976,0,1,0,0,1
cus2977,0,0,0,0,0
cus2978,0,0,1,0,0
cus2979,0,0,1,0,1
cus2980,1,1,1,1,1
cus2981,1,1,1,1,0
cus2982,0,0,0,1,1
cus2983,1,1,0,0,1
cus2984,1,0,1,0,1
cus2985,0,0,0,0,0
cus2986,1,0,1,1,1
cus2987,1,1,0,0,1
cus2988,0,0,0,0,0
cus2989,1,1,1,1,1
cus2990,0,1,1,1,1
cus2991,0,1,0,0,0
cus2992,0,0,0,0,0
cus2993,1,0,0,1,1
cus2994,0,0,1,1,0
cus2995,0,0,1,1,1
cus2996,0,0,1,0,0
cus2997,1,1,0,0,0
cus2998,1,0,0,0,0
cus2999,0,0,1,1,0
cus3000,0,0,1,0,1
cus3001,1,1,0,1,1
cus3002,1,1,0,0,1
cus3003,1,1,0,0,0
cus3004,0,0,0,1,0
cus3005,1,0,1,0,1
cus3006,0,0,0,0,0
cus3007,0,0,1,0,0
cus3008,0,0,1,0,0
cus3009,1,1,1,1,0
cus3010,0,1,1,1,0
cus3011,0,0,1,0,0
cus3012,0,1,0,0,0
cus3013,1,1,1,1,1
cus3014,0,1,0,1,0
cus3015,0,0,0,1,0
cus3016,1,1,1,1,1
cus3017,0,0,1,1,1
cus3018,1,0,1,1,1
cus3019,1,1,1,1,0
cus3020,1,1,0,0,1
cus3021,1,1,1,1,0
cus3022,0,1,1,1,1
cus3023,0,0,0,1,1
cus3024,0,0,0,1,0
cus3025,0,1,0,0,1
cus3026,1,1,1,0,1
cus3027,1,0,0,1,0
cus3028,1,1,1,1,0
cus3029,0,0,0,0,0
cus3030,0,0,0,0,1
cus3031,0,0,0,0,0
cus3032,0,0,0,0,0
cus3033,1,1,1,1,1
cus3034,1,1,1,1,0
cus3035,1,1,0,0,0
cus3036,0,0,1,1,1
cus3037,1,1,0,0,1
cus3038,0,0,0,0,0
cus3039,0,1,1,1,1
cus3040,1,0,0,0,0
cus3041,0,0,1,1,0
cus3042,1,0,0,1,1
cus3043,0,0,0,1,0
cus3044,1,0,1,1,1
cus3045,0,0,0,0,1
cus3046,1,1,1,0,0
cus3047,1,1,0,0,1
cus3048,1,1,0,0,1
cus3049,0,0,1,0,1
cus3050,1,0,1,0,1
cus3051,1,1,1,0,0
cus3052,0,0,1,0,0
cus3053,0,0,0,0,0
cus3054,1,1,0,0,1
cus3055,1,1,1,0,1
cus3056,1,1,0,0,0
cus3057,0,0,0,0,0
cus3058,0,0,0,0,0
cus3059,1,0,0,0,1
cus3060,0,0,1,1,1
cus3061,0,0,1,1,0
cus3062,1,1,0,0,1
cus3063,0,0,1,1,1
cus3064,0,1,1,0,0
cus3065,0,0,1,0,1
cus3066,0,0,1,0,0
cus3067,1,0,0,0,0
cus3068,0,1,1,1,1
cus3069,0,0,1,1,0
cus3070,0,0,0,0,0
cus3071,1,1,0,0,1
cus3072,0,0,0,0,0
cus3073,0,1,1,1,0
cus3074,1,0,1,1,1
cus3075,1,1,0,0,1
cus3076,0,0,0,0,1
cus3077,0,0,1,0,0
cus3078,0,0,1,1,0
cus3079,1,0,1,0,0
cus3080,1,1,0,0,0
cus3081,0,0,0,1,0
cus3082,1,1,1,1,1
cus3083,0,0,0,0,0
cus3084,0,0,1,1,1
cus3085,1,1,1,0,0
cus3086,0,0,1,0,1
cus3087,0,0,0,0,0
cus3088,1,0,1,0,1
cus3089,0,0,0,0,0
cus3090,1,1,1,1,1
cus3091,0,0,0,0,1
cus3092,1,0,1,0,1
cus3093,1,0,1,1,0
cus3094,0,0,0,0,0
cus3095,1,0,0,1,0
cus3096,1,1,0,0,1
cus3097,0,0,0,0,0
cus3098,0,0,1,1,0
cus3099,1,1,0,0,1
cus3100,0,0,1,1,0
cus3101,0,0,1,0,0
cus3102,0,0,1,1,1
cus3103,1,0,0,0,0
cus3104,1,1,1,1,0
cus3105,1,0,1,0,1
cus3106,1,0,0,0,0
cus3107,1,1,0,1,1
cus3108,0,0,0,0,0
cus3109,1,1,1,0,0
cus3110,0,0,1,1,0
cus3111,1,1,1,1,1
cus3112,0,0,0,0,0
cus3113,1,1,0,0,1
cus3114,1,1,1,1,1
cus3115,0,0,0,1,1
cus3116,0,0,0,0,0
cus3117,0,0,1,1,1
cus3118,1,1,1,1,1
cus3119,0,0,0,0,1
cus3120,1,1,0,0,1
cus3121,1,0,0,0,1
cus3122,1,0,0,0,0
cus3123,0,0,1,1,0
cus3124,1,1,0,0,0
cus3125,1,0,0,0,0
cus3126,1,1,0,0,1
cus3127,1,1,0,0,0
cus3128,1,1,1,0,0
cus3129,1,1,0,0,1
cus3130,0,0,0,1,1
cus3131,1,1,0,0,0
cus3132,1,1,0,0,1
cus3133,1,1,1,1,0
cus3134,0,0,1,1,1
cus3135,0,0,1,0,0
cus3136,0,0,0,0,0
cus3137,0,1,1,0,0
cus3138,0,0,1,1,0
cus3139,1,1,0,1,1
cus3140,1,0,0,0,0
cus3141,1,1,1,1,1
cus3142,1,1,1,1,1
cus3143,1,0,1,0,1
cus3144,0,1,0,0,0
cus3145,1,1,0,1,0
cus3146,1,1,0,0,1
cus3147,0,0,0,0,0
cus3148,1,1,0,0,0
cus3149,1,1,0,0,0
cus3150,0,0,1,1,1
cus3151,1,0,1,1,0
cus3152,0,0,1,1,1
cus3153,1,1,0,1,1
cus3154,1,1,0,0,1
cus3155,1,1,1,0,0
cus3156,0,0,0,1,0
cus3157,1,1,1,1,0
cus3158,1,1,1,1,0
cus3159,0,0,1,0,1
cus3160,1,1,0,1,1
cus3161,1,1,0,0,0
cus3162,1,1,0,0,1
cus3163,1,1,0,0,1
cus3164,0,0,0,1,1
cus3165,1,0,0,0,1
cus3166,1,1,0,0,1
cus3167,0,0,1,1,0
cus3168,0,0,1,0,0
cus3169,0,0,1,1,1
cus3170,0,0,0,1,0
cus3171,1,1,1,0,1
cus3172,1,0,1,1,1
cus3173,1,0,0,0,0
cus3174,1,0,0,0,1
cus3175,1,1,0,0,0
cus3176,0,0,1,1,1
cus3177,1,1,1,1,0
cus3178,1,1,1,1,0
cus3179,1,1,0,0,1
cus3180,1,1,0,1,1
cus3181,1,1,1,1,1
cus3182,1,0,1,1,1
cus3183,0,0,0,1,0
cus3184,1,1,0,0,0
cus3185,0,0,1,1,1
cus3186,0,0,0,0,0
cus3187,1,1,0,1,0
cus3188,1,1,1,1,0
cus3189,1,1,0,1,1
cus3190,1,1,0,0,0
cus3191,0,1,1,1,1
cus3192,0,0,1,1,1
cus3193,0,0,0,0,0
cus3194,1,1,1,1,0
cus3195,0,1,0,0,0
cus3196,0,0,0,1,1
cus3197,0,0,0,0,0
cus3198,1,0,1,0,1
cus3199,0,0,0,0,0
cus3200,1,1,0,0,0
cus3201,1,1,1,1,0
cus3202,1,1,1,1,1
cus3203,1,1,1,0,1
cus3204,1,0,0,0,0
cus3205,1,1,1,1,0
cus3206,1,1,0,0,0
cus3207,1,1,0,0,0
cus3208,1,1,0,0,1
cus3209,1,0,1,0,1
cus3210,0,0,1,1,0
cus3211,0,0,0,0,0
cus3212,0,0,0,0,1
cus3213,1,1,1,1,1
cus3214,0,1,1,1,1
cus3215,1,1,0,0,0
cus3216,1,1,1,0,1
cus3217,0,0,1,0,0
cus3218,0,0,0,0,0
cus3219,1,1,0,0,0
cus3220,0,0,1,1,0
cus3221,0,1,0,1,0
cus3222,1,1,0,1,1
cus3223,1,1,1,0,0
cus3224,0,0,1,1,1
cus3225,0,0,1,1,0
cus3226,1,0,1,0,1
cus3227,0,0,0,1,1
cus3228,1,1,0,0,1
cus3229,1,1,0,0,0
cus3230,1,0,0,0,0
cus3231,0,0,0,0,0
cus3232,1,1,1,1,1
cus3233,1,1,0,0,0
cus3234,0,0,0,0,0
cus3235,1,1,0,0,0
cus3236,1,1,1,1,1
cus3237,0,0,1,1,1
cus3238,0,0,0,0,0
cus3239,0,1,0,0,0
cus3240,1,1,1,1,0
cus3241,0,0,1,0,0
cus3242,1,0,1,0,1
cus3243,0,1,1,1,1
cus3244,0,1,0,0,0
cus3245,0,0,1,1,1
cus3246,0,1,0,1,0
cus3247,1,1,0,0,0
cus3248,0,1,0,0,0
cus3249,1,1,1,1,1
cus3250,1,1,0,0,1
cus3251,1,1,1,1,1
cus3252,0,0,1,1,0
cus3253,1,0,0,0,1
cus3254,0,0,0,0,0
cus3255,1,1,0,0,0
cus3256,1,1,0,1,0
cus3257,1,0,0,0,1
cus3258,0,0,0,1,1
cus3259,1,1,0,0,1
cus3260,1,1,0,0,0
cus3261,1,1,1,1,0
cus3262,0,0,1,1,0
cus3263,0,0,1,1,1
cus3264,1,1,0,0,0
cus3265,0,0,0,0,0
cus3266,1,1,1,0,0
cus3267,1,1,0,0,0
cus3268,0,0,1,1,1
cus3269,1,1,0,0,1
cus3270,1,1,1,1,1
cus3271,1,0,1,0,1
cus3272,0,1,0,0,0
cus3273,1,1,0,0,1
cus3274,1,1,1,1,1
cus3275,0,0,1,1,1
cus3276,1,1,1,1,0
cus3277,1,1,0,0,0
cus3278,1,1,0,0,1
cus3279,1,1,0,1,0
cus3280,1,1,0,1,0
cus3281,0,0,1,1,0
cus3282,0,0,1,1,0
cus3283,1,1,0,0,0
cus3284,1,0,0,0,1
cus3285,0,0,1,0,0
cus3286,0,0,0,0,0
cus3287,1,1,0,0,1
cus3288,0,0,0,0,0
cus3289,1,1,1,0,1
cus3290,0,0,0,0,0
cus3291,0,0,1,0,1
cus3292,0,0,0,0,0
cus3293,1,0,1,0,1
cus3294,1,1,1,0,1
cus3295,1,1,1,1,0
cus3296,1,1,1,1,1
cus3297,1,0,1,1,1
cus3298,0,0,0,0,0
cus3299,1,1,1,1,1
cus3300,1,1,1,1,0
cus3301,1,1,0,0,1
cus3302,1,1,1,1,1
cus3303,0,0,0,0,0
cus3304,1,1,0,0,1
cus3305,1,0,0,0,0
cus3306,0,0,0,1,0
cus3307,0,0,1,1,0
cus3308,0,0,1,1,0
cus3309,1,1,0,0,0
cus3310,1,0,1,1,1
cus3311,1,1,1,0,0
cus3312,1,1,0,0,0
cus3313,1,0,0,0,0
cus3314,0,0,0,0,1
cus3315,1,1,0,0,1
cus3316,0,0,0,1,0
cus3317,0,0,0,0,0
cus3318,0,0,1,1,1
cus3319,1,0,0,0,0
cus3320,1,1,0,0,0
cus3321,1,1,0,0,1
cus3322,0,0,0,0,0
cus3323,1,1,1,1,0
cus3324,1,1,1,1,0
cus3325,0,0,1,0,0
cus3326,0,0,0,0,1
cus3327,1,1,1,1,1
cus3328,1,0,1,1,0
cus3329,0,0,0,0,0
cus3330,0,0,1,1,1
cus3331,1,1,1,0,0
cus3332,1,1,1,1,1
cus3333,0,1,0,0,1
cus3334,1,1,0,0,1
cus3335,0,0,0,0,0
cus3336,1,1,1,1,1
cus3337,0,0,1,0,1
cus3338,1,1,0,0,0
cus3339,0,0,0,1,0
cus3340,0,0,1,0,1
cus3341,0,1,1,1,0
cus3342,1,0,0,0,0
cus3343,0,0,1,0,0
cus3344,0,0,1,1,0
cus3345,1,1,0,0,0
cus3346,0,1,1,0,0
cus3347,0,1,1,1,0
cus3348,0,0,0,0,0
cus3349,1,0,0,0,1
cus3350,1,0,1,0,1
cus3351,0,0,1,1,0
cus3352,0,0,0,0,0
cus3353,1,0,1,1,0
cus3354,1,1,1,0,0
cus3355,0,0,0,0,0
cus3356,1,1,0,0,1
cus3357,1,1,1,1,1
cus3358,0,0,0,0,0
cus3359,0,1,0,0,0
cus3360,1,1,1,1,0
cus3361,1,1,0,0,0
cus3362,0,0,0,0,1
cus3363,0,0,0,0,0
cus3364,1,1,1,1,0
cus3365,1,1,1,1,1
cus3366,1,1,1,1,1
cus3367,0,1,0,0,0
cus3368,1,1,0,1,0
cus3369,0,0,0,0,0
cus3370,0,0,0,0,0
cus3371,0,1,0,0,0
